entity_id,name,description,matched_relation
Q23063190,Yusuf Yazıcı,"Yusuf Yazıcı (born 29 January 1997) is a Turkish professional footballer who plays as an attacking midfielder for Süper Lig side Trabzonspor and the Turkey national football team.An academy graduate of Trabzonspor, he  made his senior debut in December 2015, aged 18, and has since made over 50 appearances for the club. He made his senior international debut for Turkey in June 2017.",country of citizenship
Q6097460,Amator Futbol Ligleri,The Turkish Amateur Football Leagues (Turkish: Amatör Futbol Ligleri) comprises a number of football leagues that make up the sixth tier of the Turkish football league system. Each province has its own league.,country
Q20988475,KozArena,"KozArena is a stadium currently under construction in Adana, Turkey.",country
Q558754,kerem inan,Kerem İnan (born 25 March 1980) is a Turkish professional football goalkeeper who plays for Erokspor.,country of citizenship
Q401760,Ahmet Arı,Ahmet Arı (born 13 January 1989) is a Turkish professional footballer who currently plays as a midfielder for Tokatspor. He was a youth international.,country of citizenship
Q587385,Metin Akan,"Metin Akan (born 28 May 1983 in Bursa, Turkey) is a Turkish professional footballer who plays for Bursa Zaferspor.",country of citizenship
Q2600554,Yohannes Bahçecioğlu,Yohannes Bahçecioğlu (born 26 February 1988) is a German-Turkish former footballer who played as a midfielder.,country of citizenship
Q19294306,Merve Akıl,"Merve Akıl (born 3 July 1996) is a Turkish women's football forward who played in the First League for Gazikentspor with jersey number 9 in the 2014–2015 season.She was born and raised in Bamberg, Bavaria, Germany.",country of citizenship
Q1914748,Arsinspor,"Arsinspor is a sports club located in Trabzon, Turkey. The football club plays in the Regional Amateur League.",country
Q5506902,fuat yaman,"Fuat Yaman (born 5 December 1958 in Kirklareli) is a Turkish football coach now employed as the coach of the Konyaspor.Yaman is a product of the Beşiktaş J.K. youth system having played 4 years with the club. He became professional at Beşiktaş at second half of 1978–79 season. He also played for Zonguldakspor (1980–1984) and (1985–1986), Antalyaspor (1984–1985), Eskişehirspor (1986–1988), Konyaspor (1988–1990), Sakaryaspor (1990–1992) and Zeytinburnuspor (1992–1993) as midfielder. He retired in 1993.He was the assistant of John Benjamin Toshack at Beşiktaş J.K.. When the Welshman was sacked he was appointed interim manager for a while.He also coached Çanakkale Dardanelspor, Kayserispor, Çaykur Rizespor, İstanbulspor, Kocaelispor, Konyaspor and Bandırmaspor.Yaman then went to Azerbaijan to coach Karvan he was sacked when Karvan was knocked out from the UEFA Intertoto-Cup.",country of citizenship
Q552253,Kerim Koyunlu,"Kerim Frei Koyunlu (born 19 November 1993) is a footballer who plays as a winger for Maccabi Haifa and for the Turkish national team. He previously played club football for Fulham, Cardiff City, Beşiktaş and Birmingham City, and represented Switzerland up to under-21 level.",country of citizenship
Q3552825,uğur aktaş (footballer),Ugur Aktas  (born 3 October 1990) is a Turkish professional footballer who plays for Bugsaşspor in the TFF First League.,country of citizenship
Q401848,Ahmet Görkem Görk,Ahmet Görkem Görk (born 30 June 1983) is a Turkish professional footballer who plays as a centre back for Eyüpspor.,country of citizenship
Q725619,Bilal Aziz Ozer,"Bilal Aziz Özer (born 1 July 1985), or simply Bilal Aziz, is a professional footballer who plays as a midfielder for Fatih Karagümrük.Born in Lebanon with Turkish descent, Özer holds German citizenship. He started his senior career in Germany, before moving to Turkey in 2008.",country of citizenship
Q352270,adanaspor,"Adanaspor is a professional Turkish football club based in Adana. Founded in 1954, Adanaspor are nicknamed Toros Kaplanları (Taurus Tigers). The club colours are orange and white, and the club play their home matches at Adana 5 Ocak Stadı.Domestically, they have won the now-defunct Ministry of Sports and Youth Cup once. Their highest finishes in the top flight were second and third place, in 1981 and 1976 respectively. They have competed in the UEFA Cup three times and the Balkans Cup once. They have also won the 2. Lig once.",country
Q359403,adnan gungor,Adnan Güngör (born 20 September 1980) is a Turkish professional footballer who last played as a defensive midfielder for Sakaryaspor. He has been capped by the Turkey national under-21 football team.,country of citizenship
Q15642808,Pınar Yalçın,"Pınar Yalçın (born November 7, 1988) is a Turkish-Swedish women's football forward currently playing in the Swedish Women's Football Division 2 for Husie IF. At the same time, she is a member of the Turkey women's national football team since 2013. She is nicknamed ""Pinnen"" (for ""stick"" in English) by her fans.",country of citizenship
Q823876,serkan atak,"Serkan Atak (born 3 January 1984) is a Turkish footballer who plays as a winger. Raised in the youth ranks of FC Bayern Munich, he represented Turkish national teams in various youth levels.",country of citizenship
Q16952042,Milenyum Paten SK,"Milenyum Paten Spor Kulübü is a Turkish women's ice hockey team in Ankara, Turkey playing in the Turkish Ice Hockey Women's League. Founded in 2002 for figure skating only, the club is active in ice hockey since 2007. In March 2014 the team won the league for the fifth time, becoming the most successful hockey team in the country. The club's colors are purple and silver.The team, coached by Ömer Arasan, play their home matches at Ankara Ice Palace.",country
Q9253396,Emel Dereli,"Emel Dereli (born February 25, 1996 in Zonguldak) is a Turkish female track and field athlete competing in shot put and occasionally in discus throw. For the shot put event, she holds a world record in the cadets and a national record in the juniors category. Since 2012, she is a member of Fenerbahçe Athletics. She is coached by İhsan Özden.",country of citizenship
Q6035413,mustafakemalpasaspor,"Mustafakemalpaşa Spor is a football club in the Mustafakemalpaşa neighborhood of Bursa, Turkey. The team usually called as MKP. Mustafakemalpaşa Spor was founded in 1923. So it has an old tradition unlike the other city and district clubs which mostly established in the 60s era.",country
Q3780306,Gülşah Akkaya,"Gülşah Akkaya (born October 6, 1977) is a Turkish professional woman basketball player in forward position. The 1.81 m (5' 11½"") tall national player is a top scorer.Akkaya started playing basketball at the age of 13. She debuted in Deniz Nakliyat and then transferred to Fenerbahçe İstanbul where she played in 1995-96 season. In 1997, she moved to the USA and played in the American NCAA with the Lynn University team in two seasons until 1999. She still ranks 4th with an average of 23.8 points in the all-time list of single season points per season for her time being at Boca Raton, Florida.After Akkaya returned home and was with Fenerbahçe İstanbul in the season 1999-00, she transferred to the Greek club Panserraikos in Thessaloniki for 2002-03 season and became top scorer with 204 points. In 2003, Akkaya played in YES Ramat HaSharon club in Ramat HaSharon, Israel. She helped her team win the championship by scoring a basket at the latest second. Returned to Turkey in 2003, Akkaya played for Erdemirspor in Zonguldak.Akkaya participated at the 2005 Mediterranean Games in Almería, Spain with the Turkish national team, which won a gold medal.She was top scorer in Turkish Women's Basketball League with her average of 22.0 points in 25 games in the 2004-05 season.She also played for Beşiktaş for the 2005-06 season. That year she played in the league finals with Beşiktaş. For 2006-2007 season she returned to Mersin B.B. sports club and played with an average of 17.0 points per game and help Mersin to play in playoffs. She also played for Galatasaray in the 2007-08 season.She was member of Spanish club El Cadi La Seu D'Urgell sports club for the 2008-09 season. She played for Samsun B.K. between 2009 and 2011.Akkaya played in the national team that won the silber medal at the EuroBasket Women 2011 championship held in Poland.During the 2011-12 season, Gülşah played for TED Ankara Kolejliler. By the start of the season 2012-13, she was transferred to Canik, after playing half of the season with Canik, Gülşah returned to Beşiktaş in January 2013, and played with 12,4 points and 4,3 rebounds for the rest of the season.",country of citizenship
Q207005,ziya erdal,Ziya Erdal (born 5 January 1988) is a Turkish professional footballer who currently plays as a left wingback for Sivasspor in the Süper Lig.,country of citizenship
Q334849,Ümit Kurt,"Ümit Kurt (born 2 May 1991) is a Turkish footballer who plays as a centre back, most recently for TFF First League club Boluspor. He made his Süper Lig debut on 24 April 2011 for MKE Ankaragücü.",country of citizenship
Q1922108,mert mutlu,"Mert Mutlu (born 9 February 1974) was a Turkish professional cyclist riding for team Brisaspor, where he also currently coaches Kemal Küçükbay.",country of citizenship
Q734769,Usakspor,"Uşakspor was a Turkish football club located in Uşak. They play their home games at 1 Eylül Stadium in Uşak. The club was founded in 1967 and played in Second League between 1967–1968, 1970–1975, 1982–1983, 1987–1988, 2005–2007. It suffered financial problems and the team was relegated to the Third League over two seasons. It finally withdrew after 18 matches and will be played in Amateur League at next season. Uşakspor gave its competitive rights to Uşak Belediyespor (now known as Utaş Uşakspor) in 2008 and the club finally was dissolved in July 2010.",country
Q307841,Ozgür Kart,"Özgür Kart (born 18 April 1982 in Trostberg, West Germany) is a Turkish footballer  who plays for TSV Ampfing.Kart previously played for SV Wacker Burghausen in the German 2. Fußball-Bundesliga and Kasımpaşa S.K. in the TFF First League.Kart transferred to TSV Ampfing in August 2009.",country of citizenship
